"report_number","local_case_number","agency_name","acrs_report_type","crash_date_time","route_type","road_name","cross_street_type","cross_street_name","off_road_description","municipality","related_non_motorist","collision_type","weather","surface_condition","light","traffic_control","driver_substance_abuse","non_motorist_substance_abuse","person_id","driver_at_fault","injury_severity","circumstance","driver_distracted_by","drivers_license_state","vehicle_id","vehicle_damage_extent","vehicle_first_impact_location","vehicle_second_impact_location","vehicle_body_type","vehicle_movement","vehicle_continuing_dir","vehicle_going_dir","speed_limit","driverless_vehicle","parked_vehicle","vehicle_year","vehicle_make","vehicle_model","equipment_problems","latitude","longitude","geolocation"
"EJ78790022","220016240","Gaithersburg Police Depar","Property Damage Crash","2022-04-17T02:10:00.000","County","MUDDY BRANCH RD","Municipality","W DEER PARK RD",,"GAITHERSBURG",,"SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","FLASHING TRAFFIC SIGNAL","ALCOHOL PRESENT",,"506F191D-3E15-4948-A885-9D625BFB6AD7","Yes","NO APPARENT INJURY","N/A","OTHER DISTRACTION","MD","AAEB4D7B-880E-4C1C-AD16-D11525740DC1","SUPERFICIAL","TEN OCLOCK","TEN OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","35","No","No","2004","FORD","EXPLORER","NO MISUSE","39.13450596","-77.20540715","
,  
(39.13450596, -77.20540715)"
"MCP2539001X","220016238","Montgomery County Police","Injury Crash","2022-04-17T01:48:00.000","Maryland (State)","EAST WEST HWY","Other Public Roadway","ROSEMARY HILLS RD",,"N/A",,"SINGLE VEHICLE","RAINING","WET","DARK LIGHTS ON","NO CONTROLS","ALCOHOL PRESENT",,"70129BF1-B30B-4ABD-A732-A28DAAFE3B2C","Yes","SUSPECTED MINOR INJURY","N/A, WET","NOT DISTRACTED","MD","70A6AC08-0633-473C-B04D-553F595B897D","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","West","35","No","No","2007","HONDA","PILOT","NO MISUSE","38.99545036","-77.04290574","
,  
(38.99545036, -77.04290574)"
"MCP28640048","220016235","Montgomery County Police","Injury Crash","2022-04-17T01:04:00.000","County","CEDAR LA","County","E PARKHILL DR",,"N/A",,"SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","ALCOHOL CONTRIBUTED",,"86673559-FF3F-4E75-AF5E-C776BF200448","Yes","SUSPECTED MINOR INJURY","N/A","OTHER DISTRACTION","MD","8243B5D1-EDDB-4C16-B864-AB3AC9223C6C","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","LEAVING TRAFFIC LANE","East","East","30","No","No","2005","CHEVROLET","AVALANCH","N/A","39.01038078","-77.09159368","
,  
(39.01038078, -77.09159368)"
"MCP3031004B","220016229","Montgomery County Police","Injury Crash","2022-04-17T00:15:00.000","County","MIMOSA LA","County","TAMARACK RD",,"N/A",,"HEAD ON","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"3546D268-C1E4-45EA-87A0-54A550FE5DE8","Yes","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","7355F871-EAD1-493D-B547-2F3695B76EAC","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","East","30","No","No","2017","CHEV","SD","NO MISUSE","39.07756333","-76.98337333","
,  
(39.07756333, -76.98337333)"
"MCP26350078","220016223","Montgomery County Police","Injury Crash","2022-04-16T23:52:00.000","Maryland (State)","LAYHILL RD","County","GLENALLAN AVE",,"N/A",,"HEAD ON","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","N/A",,"E08C2A15-5D99-4EC2-8235-6CB2C41C2295","Yes","NO APPARENT INJURY","N/A","INATTENTIVE OR LOST IN THOUGHT","MD","E37E2016-AFE9-4B82-9F6E-E879C284811D","DESTROYED","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","40","No","No","2015","HONDA","ACCORD","NO MISUSE","39.065385","-77.04792","
,  
(39.065385, -77.04792)"
"MCP26350078","220016223","Montgomery County Police","Injury Crash","2022-04-16T23:52:00.000","Maryland (State)","LAYHILL RD","County","GLENALLAN AVE",,"N/A",,"HEAD ON","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","N/A",,"BFB5343E-3F54-4658-9B87-76ADCD23E0E8","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","DC","87D4EB0A-662F-4D50-95BB-7B709068383C","DESTROYED","TWELVE OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","North","North","40","No","No","2021","VOLKSWAGON","TIGUAN","NO MISUSE","39.065385","-77.04792","
,  
(39.065385, -77.04792)"
"MCP32880023","220016224","Montgomery County Police","Property Damage Crash","2022-04-16T23:46:00.000","County","WATKINS MILL RD","Other Public Roadway","SMOOTHSTONE WAY",,"N/A",,"OTHER","CLEAR","DRY","DARK NO LIGHTS","NO CONTROLS","ALCOHOL CONTRIBUTED",,"5BAD1E61-4722-433A-8F0C-D135CFDD69AE","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","34444706-B951-4C4D-BB83-A9DFF1B55B2C","DISABLING","ONE OCLOCK","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","North","North","35","No","No","2014","INFI","4S","NO MISUSE","39.16862333","-77.20996","
,  
(39.16862333, -77.20996)"
"MCP3000003W","220016220","Montgomery County Police","Property Damage Crash","2022-04-16T22:48:00.000","Maryland (State)","BUCKLODGE RD","County","WHITES STORE RD",,"N/A",,"SINGLE VEHICLE","CLEAR","DRY","DARK -- UNKNOWN LIGHTING","NO CONTROLS","UNKNOWN",,"430968B8-BB04-454E-A5B4-1D063DE1AD4D","Yes","NO APPARENT INJURY","N/A","UNKNOWN",,"E6DF6FA8-6825-4355-96F0-A700165C4D25","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","East","40","No","No","2010","TOYOTA","CAMRY","NO MISUSE","39.17966833","-77.3558","
,  
(39.17966833, -77.3558)"
"MCP2788002M","220016222","Montgomery County Police","Property Damage Crash","2022-04-16T22:40:00.000","County","PLYERS MILL RD","County","HUTTING PL",,"N/A",,"OTHER","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","ALCOHOL PRESENT",,"3B739E3C-F7B0-4F36-8594-5568485B293C","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","2EA82E60-A8AD-4110-8A59-845DF7A9C1A4","DISABLING","ONE OCLOCK","ONE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","25","No","No","2016","BMW","X3","N/A","39.02930139","-77.05337878","
,  
(39.02930139, -77.05337878)"
"DD5648000P","220016217","Rockville Police Departme","Property Damage Crash","2022-04-16T22:28:00.000","Maryland (State)","NORBECK RD","Municipality","FIRST ST SPUR",,"ROCKVILLE",,"SAME DIRECTION SIDESWIPE","N/A","DRY","DARK LIGHTS ON","N/A","N/A",,"A246F200-DFBB-42EE-9BDB-6006148E000D","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","C40234F7-D34A-4FB1-9A96-994D4D7CC809","DISABLING","TWO OCLOCK","TWO OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","West","45","No","No","2019","TOYOTA","RAV4","NO MISUSE","39.0867705","-77.13513883","
,  
(39.0867705, -77.13513883)"
"DD5648000P","220016217","Rockville Police Departme","Property Damage Crash","2022-04-16T22:28:00.000","Maryland (State)","NORBECK RD","Municipality","FIRST ST SPUR",,"ROCKVILLE",,"SAME DIRECTION SIDESWIPE","N/A","DRY","DARK LIGHTS ON","N/A","NONE DETECTED",,"6D06B4EF-C6AE-40D1-887A-ADBFBA3F9B0D","Yes","NO APPARENT INJURY","N/A","INATTENTIVE OR LOST IN THOUGHT","MD","4D955ADA-53A3-4D3C-8C6A-6738E758DA1A","FUNCTIONAL","SEVEN OCLOCK","SEVEN OCLOCK","PASSENGER CAR","CHANGING LANES","West","West","45","No","No","2019","VOLKSWAGON","JETTA","NO MISUSE","39.0867705","-77.13513883","
,  
(39.0867705, -77.13513883)"
"MCP3184002J","220016215","Montgomery County Police","Injury Crash","2022-04-16T22:14:00.000","Maryland (State)","NEW HAMPSHIRE AVE","County","ELTON RD",,"N/A",,"SAME DIR REAR END","CLOUDY","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"744CAD22-22F1-46A7-B039-C84EA467C46F","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","CD9E0601-A2AA-4058-8A7E-390730E825C3","FUNCTIONAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","South","35","No","No","2002","CHEVROLET","CAVALIER","NO MISUSE","39.01878046","-76.97655637","
,  
(39.01878046, -76.97655637)"
"MCP3184002J","220016215","Montgomery County Police","Injury Crash","2022-04-16T22:14:00.000","Maryland (State)","NEW HAMPSHIRE AVE","County","ELTON RD",,"N/A",,"SAME DIR REAR END","CLOUDY","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"C2640E77-7499-4218-A0B8-DF86F685127F","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","916215B2-9D8C-4228-83CE-622C4802131D","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","South","South","35","No","No","2003","TOYOTA","4RUNNER","NO MISUSE","39.01878046","-76.97655637","
,  
(39.01878046, -76.97655637)"
"MCP3184002J","220016215","Montgomery County Police","Injury Crash","2022-04-16T22:14:00.000","Maryland (State)","NEW HAMPSHIRE AVE","County","ELTON RD",,"N/A",,"SAME DIR REAR END","CLOUDY","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED",,"A5E00D95-D72C-4315-9588-EABFD114EF78","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","24BAF2C2-6865-44D2-A183-9F335295DA20","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","South","South","35","No","No","2016","TOYOTA","RAV4","NO MISUSE","39.01878046","-76.97655637","
,  
(39.01878046, -76.97655637)"
"EJ7884004C","220016213","Gaithersburg Police Depar","Property Damage Crash","2022-04-16T22:06:00.000","County","MUDDY BRANCH RD","Municipality","SCHOOL DR",,"GAITHERSBURG",,"SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","NONE DETECTED",,"186FBCD1-761D-4AC1-976B-C0855C544868","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","EB51A00D-86BD-4076-A8EC-1EE23358BDF5","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","45","No","No","2009","NISS","UT","NO MISUSE","39.11839963","-77.21708727","
,  
(39.11839963, -77.21708727)"
"EJ7884004C","220016213","Gaithersburg Police Depar","Property Damage Crash","2022-04-16T22:06:00.000","County","MUDDY BRANCH RD","Municipality","SCHOOL DR",,"GAITHERSBURG",,"SAME DIR REAR END","CLEAR","DRY","DARK LIGHTS ON","NO CONTROLS","ALCOHOL PRESENT",,"3A911B0D-46D7-4E16-A118-132910070143","Yes","NO APPARENT INJURY","N/A","BY OTHER OCCUPANTS","MD","5F0784CD-CC5B-4BD8-A5CA-01E18DAF0F61","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","South","South","45","No","No","2016","TOYOTA","COROLLA","NO MISUSE","39.11839963","-77.21708727","
,  
(39.11839963, -77.21708727)"
"MCP29370047","220016211","Montgomery County Police","Injury Crash","2022-04-16T21:45:00.000","County","GREENCASTLE RD","County","OLD COLUMBIA PIKE",,"N/A","PEDESTRIAN","SINGLE VEHICLE","CLEAR","DRY","DARK LIGHTS ON","TRAFFIC SIGNAL","NONE DETECTED","NONE DETECTED","FA8C3A51-44E5-4D76-B50B-44AB1A633480","Yes","NO APPARENT INJURY","N/A","LOOKED BUT DID NOT SEE","MD","733B9AFD-82F5-4BEB-90A1-57946454E7C5","NO DAMAGE","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","South","35","No","No","2014","HONDA","ACCORD","NO MISUSE","39.09836809","-76.9442578","
,  
(39.09836809, -76.9442578)"
"MCP3325000M","220016206","Montgomery County Police","Property Damage Crash","2022-04-16T20:26:00.000","Maryland (State)","OLD COLUMBIA PIKE","Maryland (State)","E RANDOLPH RD",,"N/A",,"SINGLE VEHICLE","CLOUDY","DRY","DARK LIGHTS ON","N/A","UNKNOWN",,"E8A9DEF5-CFD4-4A02-B0F1-470E12B7B58A","Yes","NO APPARENT INJURY","N/A","UNKNOWN",,"C7D1CD5B-4396-4A48-AD63-7D7D41E80CA3","DESTROYED","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","UNKNOWN","South","South","35","No","No","2010","INFINITY","G35","NO MISUSE","39.062075","-76.96708333","
,  
(39.062075, -76.96708333)"
"MCP3170002F","220016194","Montgomery County Police","Injury Crash","2022-04-16T18:59:00.000","Maryland (State)","CLOPPER RD","County","MATENEY RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"627A8C89-8CDC-4B57-B1E8-573763FE5E1D","Yes","SUSPECTED MINOR INJURY","N/A","LOOKED BUT DID NOT SEE","MD","CDF150E6-C57C-4776-AC0A-3BE5EB90B0B8","DESTROYED","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","40","No","No","2017","NISS","ROGUE","NO MISUSE","39.15637833","-77.266415","
,  
(39.15637833, -77.266415)"
"MCP3170002F","220016194","Montgomery County Police","Injury Crash","2022-04-16T18:59:00.000","Maryland (State)","CLOPPER RD","County","MATENEY RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"8FA93FB3-9DAE-409A-8AA7-2363C3080F2B","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","F8FB8664-6C42-4895-8726-D0460F38452B","DISABLING","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","STOPPED IN TRAFFIC LANE","West","West","40","No","No","2008","HONDA","VAN","N/A","39.15637833","-77.266415","
,  
(39.15637833, -77.266415)"
"MCP3121004T","220016181","Montgomery County Police","Property Damage Crash","2022-04-16T17:22:00.000","County","BRINK RD","Unknown","BEGIN BRIDGE",,"N/A",,"SINGLE VEHICLE","CLOUDY","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"B1518348-97CB-4723-A3B3-A2465B314C31","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","0E488062-5643-4472-BF6D-0DEECB5CB03E","DISABLING","ONE OCLOCK","ONE OCLOCK","(SPORT) UTILITY VEHICLE","SKIDDING","West","West","30","No","No","2011","HONDA","PILOT","NO MISUSE","39.20524567","-77.18652667","
,  
(39.20524567, -77.18652667)"
"MCP2723006B","220016180","Montgomery County Police","Property Damage Crash","2022-04-16T17:08:00.000","Maryland (State)","GEORGIA AVE","County","JUDSON RD",,"N/A",,"SAME DIR REAR END","N/A","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"D27EC51F-081A-4A3B-BCB9-E3CD09ECEC22","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","963E47C6-DB0E-4126-B88E-1912B46C2620","FUNCTIONAL","FIVE OCLOCK","FIVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","South","South","35","No","No","2014","BUIC","4S","NO MISUSE","39.059265","-77.05085333","
,  
(39.059265, -77.05085333)"
"MCP2723006B","220016180","Montgomery County Police","Property Damage Crash","2022-04-16T17:08:00.000","Maryland (State)","GEORGIA AVE","County","JUDSON RD",,"N/A",,"SAME DIR REAR END","N/A","DRY","DAYLIGHT","TRAFFIC SIGNAL","ALCOHOL PRESENT",,"F6253D15-32F3-4965-8880-98B73F6AA134","Yes","NO APPARENT INJURY","N/A","UNKNOWN","XX","3BD9C7EE-0EA6-4D62-BBAA-C8B6219AA460","FUNCTIONAL","ELEVEN OCLOCK","ELEVEN OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","West","South","35","No","No","2017","FORD","4S","UNKNOWN","39.059265","-77.05085333","
,  
(39.059265, -77.05085333)"
"MCP32550038","220016169","Montgomery County Police","Injury Crash","2022-04-16T16:15:00.000","County","GOSHEN RD","County","STEWARTOWN RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","STOP SIGN","N/A",,"A24F2815-5BCE-4FB2-9EB2-520563EFCBF7","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","D5C3F595-0F17-4FF6-87E0-2D580661FBA4","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","North","North","35","No","No","2007","HYUNDAI","SANTA FE","NO MISUSE","39.17748","-77.18949667","
,  
(39.17748, -77.18949667)"
"MCP32550038","220016169","Montgomery County Police","Injury Crash","2022-04-16T16:15:00.000","County","GOSHEN RD","County","STEWARTOWN RD",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","STOP SIGN","N/A",,"E3FB5D31-1CE3-433A-92D0-0DD08DA25549","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","AA5B5B64-37A2-4A47-BE24-5E36E1B03888","DISABLING","THREE OCLOCK","THREE OCLOCK","(SPORT) UTILITY VEHICLE","MAKING LEFT TURN","East","South","35","No","No","2017","CHEVY","EQUINOX","NO MISUSE","39.17748","-77.18949667","
,  
(39.17748, -77.18949667)"
"MCP23390070","220016172","Montgomery County Police","Property Damage Crash","2022-04-16T15:58:00.000",,,,,"REAR PARKING LOT OF 751 TWINBROOK PKWY",,,"HEAD ON","CLEAR",,"DAYLIGHT","NO CONTROLS","NONE DETECTED",,"7B22EC9E-EE66-48E7-B36E-EDC19D249F2B","Yes","NO APPARENT INJURY","N/A","UNKNOWN","MD","69778C43-BA2F-42C1-9931-296F2732F31B","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","PARKING","Unknown","Unknown","10","No","No","2017","FORD","TRANSIT 350","N/A","39.083435","-77.11449167","
,  
(39.083435, -77.11449167)"
"MCP3192002N","220016165","Montgomery County Police","Injury Crash","2022-04-16T15:10:00.000","Maryland (State)","GEORGIA AVE","Other Public Roadway","GEORGIAN WAY",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"1C5746F9-ADB5-4CFD-90AF-C2D2DB9F0E95","Yes","POSSIBLE INJURY","N/A","LOOKED BUT DID NOT SEE","MD","3D84824E-0F07-4503-9A21-A9D0DB75F875","FUNCTIONAL","ONE OCLOCK","ONE OCLOCK","PASSENGER CAR","MAKING LEFT TURN","East","East","35","No","No","2006","HONDA","CR-V","NO MISUSE","39.05437683","-77.05036567","
,  
(39.05437683, -77.05036567)"
"MCP3192002N","220016165","Montgomery County Police","Injury Crash","2022-04-16T15:10:00.000","Maryland (State)","GEORGIA AVE","Other Public Roadway","GEORGIAN WAY",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"531357D3-4CB6-4C8B-89ED-CEBD4791C165","No","SUSPECTED MINOR INJURY","N/A","NOT DISTRACTED","MD","FC90D84F-D6BE-4368-B309-7C7B74291B2E","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","MOTORCYCLE","ACCELERATING","North","North","35","No","No","2007","SUZI","750","NO MISUSE","39.05437683","-77.05036567","
,  
(39.05437683, -77.05036567)"
"MCP2977008W","220016163","Montgomery County Police","Injury Crash","2022-04-16T14:44:00.000","Maryland (State)","UNIVERSITY BLVD E","County","CARROLL AVE",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"3F583CAA-DCB0-47A4-AD7D-1CBEC4ADB541","Unknown","POSSIBLE INJURY","N/A","UNKNOWN","MD","BDA8083B-AC5C-456A-AC46-EFBB9DC35331","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","East","East","40","No","No","2015","TOYT","CAMRY","NO MISUSE","38.99411833","-76.99271167","
,  
(38.99411833, -76.99271167)"
"MCP2977008W","220016163","Montgomery County Police","Injury Crash","2022-04-16T14:44:00.000","Maryland (State)","UNIVERSITY BLVD E","County","CARROLL AVE",,"N/A",,"STRAIGHT MOVEMENT ANGLE","CLEAR","DRY","DAYLIGHT","TRAFFIC SIGNAL","NONE DETECTED",,"F6A823A1-E333-4994-A26D-6D05BB933333","Unknown","NO APPARENT INJURY","N/A","UNKNOWN","MD","0C21364C-9B1C-4D34-9064-99937431309E","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","STATION WAGON","STARTING FROM PARKED","North","North","25","No","No","2008","HOND","ODYS","NO MISUSE","38.99411833","-76.99271167","
,  
(38.99411833, -76.99271167)"
"MCP2881004F","220016158","Montgomery County Police","Property Damage Crash","2022-04-16T14:00:00.000","County","WAYFARER RD","County","WATKINS MEADOW DR",,"N/A",,"OPPOSITE DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"1BDDA8B9-480C-4539-9449-440B1B06595A","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","6E3A99DF-8E4D-43CC-A9CD-4E410A4736E3","DISABLING","ELEVEN OCLOCK","ELEVEN OCLOCK","PICKUP TRUCK","MAKING RIGHT TURN","North","North","30","No","No","2000","FORD","TK","NO MISUSE","39.19499333","-77.22449","
,  
(39.19499333, -77.22449)"
"MCP2881004F","220016158","Montgomery County Police","Property Damage Crash","2022-04-16T14:00:00.000","County","WAYFARER RD","County","WATKINS MEADOW DR",,"N/A",,"OPPOSITE DIRECTION SIDESWIPE","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"E6B78834-F951-4888-9BB5-F9CA3816DA44","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","3C1123D6-04DB-4715-8F90-648CA86A435C","DISABLING","ELEVEN OCLOCK","ELEVEN OCLOCK","PASSENGER CAR","MAKING LEFT TURN","South","South","30","No","No","2018","HOND","4S","NO MISUSE","39.19499333","-77.22449","
,  
(39.19499333, -77.22449)"
"MCP3165003P","220016156","Montgomery County Police","Property Damage Crash","2022-04-16T13:30:00.000","Maryland (State)","SANDY SPRING RD","County","MCKNEW RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"11CCEC09-62DA-4381-9A9A-3990BB0EE54C","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","0C9DE264-E1B0-4BEF-80A6-1FE664500862","FUNCTIONAL","SIX OCLOCK","SIX OCLOCK","PICKUP TRUCK","MAKING RIGHT TURN","North","West","45","No","No","2013","TOYO","TK","N/A","39.10640417","-76.91592533","
,  
(39.10640417, -76.91592533)"
"MCP3165003P","220016156","Montgomery County Police","Property Damage Crash","2022-04-16T13:30:00.000","Maryland (State)","SANDY SPRING RD","County","MCKNEW RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"B72B924C-0B6D-457C-AAD0-63F2F21AA717","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","532117BF-DFE7-4A43-AC9D-AB531C864E43","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","MOVING CONSTANT SPEED","West","West","45","No","No","2012","BMW","4S","N/A","39.10640417","-76.91592533","
,  
(39.10640417, -76.91592533)"
"MCP3165003P","220016156","Montgomery County Police","Property Damage Crash","2022-04-16T13:30:00.000","Maryland (State)","SANDY SPRING RD","County","MCKNEW RD",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","NO CONTROLS","NONE DETECTED",,"1B041AC7-FA99-40A6-9ADB-026129923EC7","No","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","E791C79F-7BE4-4429-8A13-17CE0CE5A1A4","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","PASSENGER CAR","N/A","West","West","45","No","No","2018","HYUN","SD","N/A","39.10640417","-76.91592533","
,  
(39.10640417, -76.91592533)"
"EJ78780045","220016487","Gaithersburg Police Depar","Property Damage Crash","2022-04-16T13:26:00.000",,,,,"PARKING LOT OF 777 QUINCE ORCHARD BLVD",,,"N/A","CLEAR",,"DAYLIGHT","NO CONTROLS","UNKNOWN",,"0DF70F99-0AEB-4817-B58F-33CC1D22236B","Yes","NO APPARENT INJURY","N/A","UNKNOWN",,"5F59F1CA-3403-4212-8CED-5AFFA590F403","UNKNOWN","TWO OCLOCK","TWO OCLOCK","PASSENGER CAR","STARTING FROM PARKED","West","West","10","No","No","2012","JEEP","4D","UNKNOWN","39.14117532","-77.22888006","
,  
(39.14117532, -77.22888006)"
"MCP3244001R","220016140","Montgomery County Police","Injury Crash","2022-04-16T12:22:00.000","Maryland (State)","UNIVERSITY BLVD E","County","E FRANKLIN AVE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"AE6AEA9E-B176-4D96-AB9E-F766D9297257","Yes","NO APPARENT INJURY","N/A","NOT DISTRACTED","MD","62383320-7658-409B-8ABF-3A1F0C45C6BB","SUPERFICIAL","TWELVE OCLOCK","TWELVE OCLOCK","PASSENGER CAR","SLOWING OR STOPPING","East","East","35","No","No","2019","KIA","SOUL","NO MISUSE","39.01274817","-77.00317217","
,  
(39.01274817, -77.00317217)"
"MCP3244001R","220016140","Montgomery County Police","Injury Crash","2022-04-16T12:22:00.000","Maryland (State)","UNIVERSITY BLVD E","County","E FRANKLIN AVE",,"N/A",,"SAME DIR REAR END","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"DEDFD411-0535-401F-8375-4F5D92E21CB5","No","POSSIBLE INJURY","N/A","NOT DISTRACTED","MD","7D696590-58DD-48D1-9136-9B838C940152","SUPERFICIAL","SIX OCLOCK","SIX OCLOCK","(SPORT) UTILITY VEHICLE","SLOWING OR STOPPING","East","East","35","No","No","2020","HYUNDAI","SANTA FE","NO MISUSE","39.01274817","-77.00317217","
,  
(39.01274817, -77.00317217)"
"MCP3165003N","220016139","Montgomery County Police","Injury Crash","2022-04-16T12:15:00.000","County","RIDING RIDGE CT","County","RIDING STABLE RD",,"N/A",,"SINGLE VEHICLE","CLEAR","DRY","DAYLIGHT","N/A","NONE DETECTED",,"B42247D1-D307-4788-9859-D1E59A2324E1","Yes","POSSIBLE INJURY","N/A","OTHER DISTRACTION","MD","C5D4E2C6-5C05-4315-9426-F85606A5623A","DISABLING","TWELVE OCLOCK","TWELVE OCLOCK","(SPORT) UTILITY VEHICLE","MOVING CONSTANT SPEED","West","West","30","No","No","2021","TOYT","UT","N/A","39.11077267","-76.9091475","
,  
(39.11077267, -76.9091475)"
